stop_id,stop_name,route_id,sequence,latitude,longitude
S-000482,Stop 00482,R-0031,20,23.035739,72.681092
S-000483,Stop 00483,R-0031,21,23.032678,72.675006
S-000484,Stop 00484,R-0031,22,23.032645,72.667723
S-000485,Stop 00485,R-0032,1,23.116696,72.565056
S-000486,Stop 00486,R-0032,2,23.111558,72.575397
S-000487,Stop 00487,R-0032,3,23.104618,72.588773
S-000488,Stop 00488,R-0032,4,23.093789,72.604607
S-000489,Stop 00489,R-0032,5,23.089479,72.620762
S-000490,Stop 00490,R-0032,6,23.087335,72.639543
S-000491,Stop 00491,R-0032,7,23.078559,72.651316
S-000492,Stop 00492,R-0032,8,23.072189,72.667298
S-000493,Stop 00493,R-0032,9,23.068683,72.687878
S-000494,Stop 00494,R-0032,10,23.062756,72.706446
S-000495,Stop 00495,R-0032,11,23.055828,72.716846
S-000496,Stop 00496,R-0032,12,23.045658,72.730599
S-000497,Stop 00497,R-0032,13,23.042741,72.743492
S-000498,Stop 00498,R-0032,14,23.035797,72.758555
S-000499,Stop 00499,R-0032,15,23.027547,72.782114
S-000500,Stop 00500,R-0032,16,23.029796,72.79452
S-000501,Stop 00501,R-0032,17,23.019083,72.811815
S-000502,Stop 00502,R-0032,18,23.012265,72.828871
S-000503,Stop 00503,R-0032,19,23.006972,72.836801
S-000504,Stop 00504,R-0032,20,22.996369,72.859088
S-000505,Stop 00505,R-0032,21,22.992957,72.869729
S-000506,Stop 00506,R-0032,22,22.989388,72.884166
S-000507,Stop 00507,R-0033,1,22.917807,72.736396
S-000508,Stop 00508,R-0033,2,22.92347,72.738894
S-000509,Stop 00509,R-0033,3,22.930611,72.74158
S-000510,Stop 00510,R-0033,4,22.936682,72.753925
S-000511,Stop 00511,R-0033,5,22.943038,72.756699
S-000512,Stop 00512,R-0033,6,22.951585,72.75866
S-000513,Stop 00513,R-0033,7,22.952537,72.763613
S-000514,Stop 00514,R-0033,8,22.964078,72.771013
S-000515,Stop 00515,R-0033,9,22.965561,72.77834
S-000516,Stop 00516,R-0033,10,22.969774,72.777335
S-000517,Stop 00517,R-0033,11,22.984441,72.780692
S-000518,Stop 00518,R-0033,12,22.990839,72.786111
S-000519,Stop 00519,R-0033,13,22.996672,72.792151
S-000520,Stop 00520,R-0033,14,23.002296,72.802059
S-000521,Stop 00521,R-0033,15,23.009897,72.806385
S-000522,Stop 00522,R-0033,16,23.011935,72.811559
S-000523,Stop 00523,R-0033,17,23.021869,72.818648
S-000524,Stop 00524,R-0033,18,23.028442,72.821328
S-000525,Stop 00525,R-0033,19,23.032077,72.826711
S-000526,Stop 00526,R-0033,20,23.034805,72.835648
S-000527,Stop 00527,R-0033,21,23.042414,72.8367
S-000528,Stop 00528,R-0033,22,23.055379,72.841232
S-000529,Stop 00529,R-0034,1,22.952103,72.740515
S-000530,Stop 00530,R-0034,2,22.969545,72.719214
S-000531,Stop 00531,R-0034,3,22.982884,72.710787
S-000532,Stop 00532,R-0034,4,23.001806,72.691161
S-000533,Stop 00533,R-0034,5,23.010936,72.678662
S-000534,Stop 00534,R-0034,6,23.026631,72.669484
S-000535,Stop 00535,R-0034,7,23.042764,72.648077
S-000536,Stop 00536,R-0034,8,23.059843,72.63854
S-000537,Stop 00537,R-0034,9,23.071952,72.618624
S-000538,Stop 00538,R-0034,10,23.090828,72.611164
S-000539,Stop 00539,R-0034,11,23.101593,72.59658
S-000540,Stop 00540,R-0035,1,23.077903,72.747633
S-000541,Stop 00541,R-0035,2,23.076254,72.750649
S-000542,Stop 00542,R-0035,3,23.075984,72.742097
S-000543,Stop 00543,R-0035,4,23.074313,72.746721
S-000544,Stop 00544,R-0035,5,23.068642,72.74808
S-000545,Stop 00545,R-0035,6,23.066705,72.742762
S-000546,Stop 00546,R-0035,7,23.065508,72.74624
S-000547,Stop 00547,R-0035,8,23.057852,72.740427
S-000548,Stop 00548,R-0035,9,23.052819,72.741878
S-000549,Stop 00549,R-0035,10,23.048367,72.744135
S-000550,Stop 00550,R-0035,11,23.052023,72.743759
S-000551,Stop 00551,R-0035,12,23.048841,72.734483
S-000552,Stop 00552,R-0035,13,23.044558,72.741597
S-000553,Stop 00553,R-0035,14,23.035538,72.741731
S-000554,Stop 00554,R-0035,15,23.034033,72.736208
S-000555,Stop 00555,R-0035,16,23.03945,72.735128
S-000556,Stop 00556,R-0035,17,23.036567,72.73915
S-000557,Stop 00557,R-0035,18,23.03251,72.732281
S-000558,Stop 00558,R-0035,19,23.029511,72.737235
S-000559,Stop 00559,R-0036,1,23.116404,72.592978
S-000560,Stop 00560,R-0036,2,23.102896,72.618757
S-000561,Stop 00561,R-0036,3,23.090153,72.632927
S-000562,Stop 00562,R-0036,4,23.080872,72.655202
S-000563,Stop 00563,R-0036,5,23.069479,72.674008
S-000564,Stop 00564,R-0036,6,23.063494,72.686708
S-000565,Stop 00565,R-0036,7,23.050545,72.707269
S-000566,Stop 00566,R-0036,8,23.037358,72.731986
S-000567,Stop 00567,R-0036,9,23.024509,72.751387
S-000568,Stop 00568,R-0036,10,23.021907,72.773558
S-000569,Stop 00569,R-0037,1,22.923703,72.683091
S-000570,Stop 00570,R-0037,2,22.932941,72.689964
S-000571,Stop 00571,R-0037,3,22.9526,72.700859
S-000572,Stop 00572,R-0037,4,22.962105,72.713575
S-000573,Stop 00573,R-0037,5,22.976145,72.729473
S-000574,Stop 00574,R-0037,6,22.994951,72.738511
S-000575,Stop 00575,R-0037,7,23.006866,72.743536
S-000576,Stop 00576,R-0037,8,23.019616,72.759711
S-000577,Stop 00577,R-0037,9,23.029513,72.767876
S-000578,Stop 00578,R-0037,10,23.043891,72.782603
S-000579,Stop 00579,R-0037,11,23.064848,72.792037
S-000580,Stop 00580,R-0037,12,23.073962,72.798805
S-000581,Stop 00581,R-0037,13,23.092393,72.808789
S-000582,Stop 00582,R-0037,14,23.098547,72.825445
S-000583,Stop 00583,R-0037,15,23.114719,72.833195
S-000584,Stop 00584,R-0037,16,23.133004,72.842136
S-000585,Stop 00585,R-0037,17,23.145428,72.852896
S-000586,Stop 00586,R-0037,18,23.15888,72.868382
S-000587,Stop 00587,R-0037,19,23.169608,72.881339
S-000588,Stop 00588,R-0037,20,23.180916,72.891153
S-000589,Stop 00589,R-0037,21,23.203294,72.895493
S-000590,Stop 00590,R-0038,1,23.176864,72.851264
S-000591,Stop 00591,R-0038,2,23.180735,72.846291
S-000592,Stop 00592,R-0038,3,23.181507,72.831954
S-000593,Stop 00593,R-0038,4,23.176724,72.823078
S-000594,Stop 00594,R-0038,5,23.178542,72.812485
S-000595,Stop 00595,R-0038,6,23.180344,72.803003
S-000596,Stop 00596,R-0038,7,23.174364,72.797154
S-000597,Stop 00597,R-0038,8,23.173917,72.793486
S-000598,Stop 00598,R-0038,9,23.173553,72.781667
S-000599,Stop 00599,R-0038,10,23.170368,72.772021
S-000600,Stop 00600,R-0038,11,23.177809,72.759148
S-000601,Stop 00601,R-0038,12,23.173105,72.749663
S-000602,Stop 00602,R-0038,13,23.168685,72.749858
S-000603,Stop 00603,R-0038,14,23.17531,72.735719
S-000604,Stop 00604,R-0038,15,23.167984,72.729973
S-000605,Stop 00605,R-0038,16,23.172086,72.718189
S-000606,Stop 00606,R-0038,17,23.167733,72.711466
S-000607,Stop 00607,R-0038,18,23.168383,72.697695
S-000608,Stop 00608,R-0038,19,23.163138,72.688065
S-000609,Stop 00609,R-0038,20,23.170807,72.688125
S-000610,Stop 00610,R-0038,21,23.162447,72.672757
S-000611,Stop 00611,R-0038,22,23.166054,72.668229
S-000612,Stop 00612,R-0038,23,23.165984,72.658135
S-000613,Stop 00613,R-0038,24,23.161883,72.647186
S-000614,Stop 00614,R-0039,1,23.079082,72.890755
S-000615,Stop 00615,R-0039,2,23.083754,72.866444
S-000616,Stop 00616,R-0039,3,23.086404,72.83702
S-000617,Stop 00617,R-0039,4,23.088639,72.81335
S-000618,Stop 00618,R-0039,5,23.083323,72.785039
S-000619,Stop 00619,R-0039,6,23.09005,72.751616
S-000620,Stop 00620,R-0039,7,23.093472,72.727224
S-000621,Stop 00621,R-0039,8,23.092678,72.701219
S-000622,Stop 00622,R-0039,9,23.087424,72.667297
S-000623,Stop 00623,R-0039,10,23.094472,72.640732
S-000624,Stop 00624,R-0039,11,23.096431,72.617776
S-000625,Stop 00625,R-0039,12,23.088767,72.59015
S-000626,Stop 00626,R-0039,13,23.0921,72.554734
S-000627,Stop 00627,R-0039,14,23.09741,72.531879
S-000628,Stop 00628,R-0039,15,23.091964,72.502681
S-000629,Stop 00629,R-0040,1,23.177233,72.55731
S-000630,Stop 00630,R-0040,2,23.164623,72.549683
S-000631,Stop 00631,R-0040,3,23.156962,72.556447
S-000632,Stop 00632,R-0040,4,23.142245,72.548052
S-000633,Stop 00633,R-0040,5,23.129187,72.546319
S-000634,Stop 00634,R-0040,6,23.116641,72.545811
S-000635,Stop 00635,R-0040,7,23.094789,72.548722
S-000636,Stop 00636,R-0040,8,23.089806,72.546266
S-000637,Stop 00637,R-0040,9,23.076482,72.544224
S-000638,Stop 00638,R-0040,10,23.061185,72.550405
S-000639,Stop 00639,R-0040,11,23.045986,72.544904
S-000640,Stop 00640,R-0040,12,23.028187,72.551212
S-000641,Stop 00641,R-0040,13,23.015178,72.549708
S-000642,Stop 00642,R-0040,14,23.003969,72.542036
S-000643,Stop 00643,R-0040,15,22.991262,72.540763
S-000644,Stop 00644,R-0040,16,22.973036,72.544789
S-000645,Stop 00645,R-0040,17,22.957538,72.543035
S-000646,Stop 00646,R-0040,18,22.952124,72.54708
S-000647,Stop 00647,R-0040,19,22.937364,72.540921
S-000648,Stop 00648,R-0041,1,23.115815,72.576519
S-000649,Stop 00649,R-0041,2,23.109511,72.584761
S-000650,Stop 00650,R-0041,3,23.107765,72.588034
S-000651,Stop 00651,R-0041,4,23.106586,72.590408
S-000652,Stop 00652,R-0041,5,23.104101,72.594901
S-000653,Stop 00653,R-0041,6,23.098342,72.598863
S-000654,Stop 00654,R-0041,7,23.101213,72.594994
S-000655,Stop 00655,R-0041,8,23.090893,72.599327
S-000656,Stop 00656,R-0041,9,23.09038,72.601374
S-000657,Stop 00657,R-0041,10,23.093667,72.609366
S-000658,Stop 00658,R-0042,1,22.922705,72.671003
S-000659,Stop 00659,R-0042,2,22.934434,72.661819
S-000660,Stop 00660,R-0042,3,22.930237,72.649962
S-000661,Stop 00661,R-0042,4,22.934833,72.639701
S-000662,Stop 00662,R-0042,5,22.936304,72.634867
S-000663,Stop 00663,R-0042,6,22.946075,72.615945
S-000664,Stop 00664,R-0042,7,22.951425,72.614105
S-000665,Stop 00665,R-0042,8,22.950664,72.602257
S-000666,Stop 00666,R-0042,9,22.952445,72.595111
S-000667,Stop 00667,R-0042,10,22.952823,72.576438
S-000668,Stop 00668,R-0042,11,22.956563,72.573799
S-000669,Stop 00669,R-0042,12,22.95923,72.561395
S-000670,Stop 00670,R-0042,13,22.966085,72.555475
S-000671,Stop 00671,R-0042,14,22.967357,72.53856
S-000672,Stop 00672,R-0042,15,22.971393,72.534075
S-000673,Stop 00673,R-0042,16,22.978504,72.523538
S-000674,Stop 00674,R-0042,17,22.977931,72.509021
S-000675,Stop 00675,R-0042,18,22.978751,72.498445
S-000676,Stop 00676,R-0043,1,23.118923,72.717316
S-000677,Stop 00677,R-0043,2,23.112623,72.698057
S-000678,Stop 00678,R-0043,3,23.103916,72.681958
S-000679,Stop 00679,R-0043,4,23.091226,72.653714
S-000680,Stop 00680,R-0043,5,23.082394,72.63015
S-000681,Stop 00681,R-0043,6,23.071914,72.614131
S-000682,Stop 00682,R-0043,7,23.069195,72.592558
S-000683,Stop 00683,R-0043,8,23.051928,72.572268
S-000684,Stop 00684,R-0043,9,23.045397,72.543141
S-000685,Stop 00685,R-0043,10,23.035194,72.524106
S-000686,Stop 00686,R-0043,11,23.028441,72.50564
S-000687,Stop 00687,R-0044,1,23.066878,72.830577
S-000688,Stop 00688,R-0044,2,23.068936,72.819077
S-000689,Stop 00689,R-0044,3,23.065713,72.797726
S-000690,Stop 00690,R-0044,4,23.061839,72.774937
S-000691,Stop 00691,R-0044,5,23.069569,72.756826
S-000692,Stop 00692,R-0044,6,23.062986,72.745114
S-000693,Stop 00693,R-0044,7,23.06533,72.720979
S-000694,Stop 00694,R-0044,8,23.067852,72.707554
S-000695,Stop 00695,R-0044,9,23.07396,72.683225
S-000696,Stop 00696,R-0044,10,23.071184,72.673252
S-000697,Stop 00697,R-0044,11,23.066811,72.655743
S-000698,Stop 00698,R-0044,12,23.068777,72.633925
S-000699,Stop 00699,R-0044,13,23.075631,72.610078
S-000700,Stop 00700,R-0044,14,23.076749,72.59894
S-000701,Stop 00701,R-0044,15,23.07024,72.581967
S-000702,Stop 00702,R-0044,16,23.070259,72.563479
S-000703,Stop 00703,R-0045,1,23.142054,72.843231
S-000704,Stop 00704,R-0045,2,23.135674,72.833101
S-000705,Stop 00705,R-0045,3,23.138649,72.815403
S-000706,Stop 00706,R-0045,4,23.140335,72.803042
S-000707,Stop 00707,R-0045,5,23.148839,72.787577
S-000708,Stop 00708,R-0045,6,23.147739,72.776676
S-000709,Stop 00709,R-0045,7,23.14604,72.765326
S-000710,Stop 00710,R-0045,8,23.150138,72.748803
S-000711,Stop 00711,R-0045,9,23.148971,72.736553
S-000712,Stop 00712,R-0045,10,23.14971,72.731015
S-000713,Stop 00713,R-0045,11,23.154515,72.715464
S-000714,Stop 00714,R-0045,12,23.158821,72.704092
S-000715,Stop 00715,R-0045,13,23.162235,72.69095
S-000716,Stop 00716,R-0045,14,23.157474,72.675564
S-000717,Stop 00717,R-0045,15,23.160272,72.666233
S-000718,Stop 00718,R-0045,16,23.161991,72.647977
S-000719,Stop 00719,R-0045,17,23.160307,72.63427
S-000720,Stop 00720,R-0045,18,23.162241,72.627026
S-000721,Stop 00721,R-0045,19,23.169378,72.605642
S-000722,Stop 00722,R-0045,20,23.17305,72.597338
S-000723,Stop 00723,R-0045,21,23.172345,72.589027
S-000724,Stop 00724,R-0046,1,23.161241,72.66412
S-000725,Stop 00725,R-0046,2,23.156318,72.65732
S-000726,Stop 00726,R-0046,3,23.156239,72.641322
S-000727,Stop 00727,R-0046,4,23.150443,72.634563
S-000728,Stop 00728,R-0046,5,23.142358,72.631948
S-000729,Stop 00729,R-0046,6,23.130854,72.623972
S-000730,Stop 00730,R-0046,7,23.129171,72.608947
S-000731,Stop 00731,R-0046,8,23.120057,72.606854
S-000732,Stop 00732,R-0046,9,23.114522,72.599537
S-000733,Stop 00733,R-0046,10,23.101241,72.589009
S-000734,Stop 00734,R-0046,11,23.103847,72.579245
S-000735,Stop 00735,R-0046,12,23.093416,72.567098
S-000736,Stop 00736,R-0046,13,23.091078,72.565637
S-000737,Stop 00737,R-0047,1,23.143653,72.849322
S-000738,Stop 00738,R-0047,2,23.127894,72.845494
S-000739,Stop 00739,R-0047,3,23.122813,72.842498
S-000740,Stop 00740,R-0047,4,23.110858,72.842982
S-000741,Stop 00741,R-0047,5,23.101501,72.845096
S-000742,Stop 00742,R-0047,6,23.08805,72.836172
S-000743,Stop 00743,R-0047,7,23.081948,72.840446
S-000744,Stop 00744,R-0047,8,23.063802,72.830608
S-000745,Stop 00745,R-0047,9,23.059535,72.827913
S-000746,Stop 00746,R-0047,10,23.042879,72.829126
S-000747,Stop 00747,R-0047,11,23.034701,72.821955
S-000748,Stop 00748,R-0047,12,23.027379,72.825217
S-000749,Stop 00749,R-0047,13,23.015476,72.819328
S-000750,Stop 00750,R-0047,14,23.002124,72.823087
S-000751,Stop 00751,R-0047,15,22.995504,72.815064
S-000752,Stop 00752,R-0047,16,22.983855,72.812933
S-000753,Stop 00753,R-0047,17,22.969917,72.8125
S-000754,Stop 00754,R-0047,18,22.961646,72.81169
S-000755,Stop 00755,R-0047,19,22.951445,72.803729
S-000756,Stop 00756,R-0047,20,22.941245,72.805671
S-000757,Stop 00757,R-0047,21,22.927656,72.802233
S-000758,Stop 00758,R-0047,22,22.916099,72.794037
S-000759,Stop 00759,R-0047,23,22.902454,72.796646
S-000760,Stop 00760,R-0048,1,23.162727,72.827008
S-000761,Stop 00761,R-0048,2,23.150463,72.820629
S-000762,Stop 00762,R-0048,3,23.13854,72.826404
S-000763,Stop 00763,R-0048,4,23.132042,72.82422
S-000764,Stop 00764,R-0048,5,23.117539,72.822293
S-000765,Stop 00765,R-0048,6,23.110379,72.817618
S-000766,Stop 00766,R-0048,7,23.101105,72.819543
S-000767,Stop 00767,R-0048,8,23.094568,72.825486
S-000768,Stop 00768,R-0048,9,23.086993,72.822063
S-000769,Stop 00769,R-0048,10,23.076639,72.818229
S-000770,Stop 00770,R-0048,11,23.060029,72.816476
S-000771,Stop 00771,R-0048,12,23.057417,72.817392
S-000772,Stop 00772,R-0048,13,23.048925,72.820599
S-000773,Stop 00773,R-0048,14,23.032106,72.817285
S-000774,Stop 00774,R-0048,15,23.02639,72.814074
S-000775,Stop 00775,R-0048,16,23.016904,72.820736
S-000776,Stop 00776,R-0048,17,23.006845,72.81518
S-000777,Stop 00777,R-0048,18,23.002191,72.818822
S-000778,Stop 00778,R-0048,19,22.990253,72.818025
S-000779,Stop 00779,R-0048,20,22.977298,72.814463
S-000780,Stop 00780,R-0049,1,22.964679,72.824822
S-000781,Stop 00781,R-0049,2,22.980167,72.796807
S-000782,Stop 00782,R-0049,3,22.981271,72.77425
S-000783,Stop 00783,R-0049,4,22.99581,72.750396
S-000784,Stop 00784,R-0049,5,23.006392,72.720287
S-000785,Stop 00785,R-0049,6,23.012271,72.699922
S-000786,Stop 00786,R-0049,7,23.020078,72.668526
S-000787,Stop 00787,R-0049,8,23.033595,72.644296
S-000788,Stop 00788,R-0049,9,23.041989,72.618647
S-000789,Stop 00789,R-0050,1,22.95625,72.636049
S-000790,Stop 00790,R-0050,2,22.977168,72.657391
S-000791,Stop 00791,R-0050,3,23.002468,72.682796
S-000792,Stop 00792,R-0050,4,23.019955,72.705914
S-000793,Stop 00793,R-0050,5,23.034445,72.732414
S-000794,Stop 00794,R-0050,6,23.059119,72.75894
S-000795,Stop 00795,R-0050,7,23.074304,72.779614
S-000796,Stop 00796,R-0050,8,23.094772,72.81336
S-000797,Stop 00797,R-0050,9,23.120284,72.835469
S-000798,Stop 00798,R-0050,10,23.135139,72.85828
S-000799,Stop 00799,R-0050,11,23.160688,72.891527
S-000800,Stop 00800,R-0051,1,23.197783,72.71257
S-000801,Stop 00801,R-0051,2,23.192748,72.706725
S-000802,Stop 00802,R-0051,3,23.194812,72.695093
S-000803,Stop 00803,R-0051,4,23.193072,72.688378
S-000804,Stop 00804,R-0051,5,23.195914,72.682571
S-000805,Stop 00805,R-0051,6,23.190945,72.673858
S-000806,Stop 00806,R-0051,7,23.190566,72.665835
S-000807,Stop 00807,R-0051,8,23.18803,72.656537
S-000808,Stop 00808,R-0051,9,23.192295,72.654943
S-000809,Stop 00809,R-0051,10,23.185058,72.644054
S-000810,Stop 00810,R-0051,11,23.189044,72.642671
S-000811,Stop 00811,R-0051,12,23.188955,72.630848
S-000812,Stop 00812,R-0051,13,23.190894,72.625843
S-000813,Stop 00813,R-0051,14,23.186101,72.615362
S-000814,Stop 00814,R-0051,15,23.190012,72.607103
S-000815,Stop 00815,R-0051,16,23.189588,72.599465
S-000816,Stop 00816,R-0051,17,23.18099,72.596078
S-000817,Stop 00817,R-0051,18,23.186772,72.584419
S-000818,Stop 00818,R-0051,19,23.188062,72.57975
S-000819,Stop 00819,R-0051,20,23.185261,72.570296
S-000820,Stop 00820,R-0051,21,23.179117,72.564013
S-000821,Stop 00821,R-0051,22,23.179071,72.558633
S-000822,Stop 00822,R-0051,23,23.186493,72.549222
S-000823,Stop 00823,R-0052,1,22.975067,72.539145
S-000824,Stop 00824,R-0052,2,22.986083,72.562931
S-000825,Stop 00825,R-0052,3,22.992089,72.584941
S-000826,Stop 00826,R-0052,4,22.994426,72.60921
S-000827,Stop 00827,R-0052,5,23.000358,72.636637
S-000828,Stop 00828,R-0052,6,22.998569,72.656678
S-000829,Stop 00829,R-0052,7,23.007831,72.682231
S-000830,Stop 00830,R-0052,8,23.012119,72.705387
S-000831,Stop 00831,R-0052,9,23.011657,72.72577
S-000832,Stop 00832,R-0052,10,23.022021,72.749134
S-000833,Stop 00833,R-0052,11,23.021882,72.765364
S-000834,Stop 00834,R-0052,12,23.031035,72.792245
S-000835,Stop 00835,R-0053,1,23.019808,72.731262
S-000836,Stop 00836,R-0053,2,23.007655,72.733784
S-000837,Stop 00837,R-0053,3,23.008087,72.739649
S-000838,Stop 00838,R-0053,4,23.002925,72.745329
S-000839,Stop 00839,R-0053,5,22.999758,72.752876
S-000840,Stop 00840,R-0053,6,22.991363,72.754829
S-000841,Stop 00841,R-0053,7,22.988512,72.763449
S-000842,Stop 00842,R-0053,8,22.990096,72.763038
S-000843,Stop 00843,R-0053,9,22.988141,72.771253
S-000844,Stop 00844,R-0053,10,22.977707,72.780684
S-000845,Stop 00845,R-0053,11,22.980625,72.787484
S-000846,Stop 00846,R-0054,1,23.114208,72.799717
S-000847,Stop 00847,R-0054,2,23.111847,72.778624
S-000848,Stop 00848,R-0054,3,23.115228,72.75546
S-000849,Stop 00849,R-0054,4,23.11428,72.729306
S-000850,Stop 00850,R-0054,5,23.105468,72.71288
S-000851,Stop 00851,R-0054,6,23.108112,72.687067
S-000852,Stop 00852,R-0054,7,23.105568,72.668323
S-000853,Stop 00853,R-0054,8,23.097082,72.645106
S-000854,Stop 00854,R-0055,1,22.996584,72.841801
S-000855,Stop 00855,R-0055,2,23.003934,72.831462
S-000856,Stop 00856,R-0055,3,23.006503,72.813888
S-000857,Stop 00857,R-0055,4,23.010549,72.806412
S-000858,Stop 00858,R-0055,5,23.014882,72.798904
S-000859,Stop 00859,R-0055,6,23.028406,72.779726
S-000860,Stop 00860,R-0055,7,23.027628,72.776812
S-000861,Stop 00861,R-0055,8,23.040158,72.760024
S-000862,Stop 00862,R-0055,9,23.04244,72.755756
S-000863,Stop 00863,R-0055,10,23.051009,72.738361
S-000864,Stop 00864,R-0055,11,23.058286,72.729719
S-000865,Stop 00865,R-0055,12,23.062492,72.714952
S-000866,Stop 00866,R-0055,13,23.062531,72.706484
S-000867,Stop 00867,R-0055,14,23.074254,72.693582
S-000868,Stop 00868,R-0055,15,23.083106,72.686721
S-000869,Stop 00869,R-0055,16,23.083986,72.671533
S-000870,Stop 00870,R-0055,17,23.095521,72.666434
S-000871,Stop 00871,R-0055,18,23.099552,72.650841
S-000872,Stop 00872,R-0055,19,23.102617,72.638666
S-000873,Stop 00873,R-0055,20,23.110561,72.635732
S-000874,Stop 00874,R-0055,21,23.119497,72.621603
S-000875,Stop 00875,R-0056,1,22.986388,72.55001
S-000876,Stop 00876,R-0056,2,22.986777,72.578736
S-000877,Stop 00877,R-0056,3,22.997132,72.596039
S-000878,Stop 00878,R-0056,4,23.001451,72.627442
S-000879,Stop 00879,R-0056,5,23.001227,72.64607
S-000880,Stop 00880,R-0056,6,23.00062,72.679054
S-000881,Stop 00881,R-0056,7,23.00403,72.705691
S-000882,Stop 00882,R-0056,8,23.010283,72.725277
S-000883,Stop 00883,R-0056,9,23.0105,72.749544
S-000884,Stop 00884,R-0056,10,23.012135,72.775741
S-000885,Stop 00885,R-0056,11,23.019267,72.804335
S-000886,Stop 00886,R-0056,12,23.019346,72.822133
S-000887,Stop 00887,R-0056,13,23.023369,72.852751
S-000888,Stop 00888,R-0056,14,23.029567,72.874887
S-000889,Stop 00889,R-0057,1,22.98827,72.715256
S-000890,Stop 00890,R-0057,2,22.980288,72.717533
S-000891,Stop 00891,R-0057,3,22.980421,72.709739
S-000892,Stop 00892,R-0057,4,22.970991,72.701709
S-000893,Stop 00893,R-0057,5,22.971668,72.69106
S-000894,Stop 00894,R-0057,6,22.958608,72.689202
S-000895,Stop 00895,R-0057,7,22.960471,72.683076
S-000896,Stop 00896,R-0057,8,22.953862,72.674496
S-000897,Stop 00897,R-0057,9,22.946809,72.668778
S-000898,Stop 00898,R-0057,10,22.941781,72.661998
S-000899,Stop 00899,R-0057,11,22.938908,72.651513
S-000900,Stop 00900,R-0057,12,22.927484,72.646276
S-000901,Stop 00901,R-0057,13,22.918016,72.642948
S-000902,Stop 00902,R-0057,14,22.917748,72.631241
S-000903,Stop 00903,R-0057,15,22.913658,72.62504
S-000904,Stop 00904,R-0057,16,22.906104,72.62414
S-000905,Stop 00905,R-0057,17,22.904187,72.616484
S-000906,Stop 00906,R-0058,1,23.037498,72.673564
S-000907,Stop 00907,R-0058,2,23.037794,72.677986
S-000908,Stop 00908,R-0058,3,23.030879,72.677651
S-000909,Stop 00909,R-0058,4,23.032072,72.680735
S-000910,Stop 00910,R-0058,5,23.026976,72.683149
S-000911,Stop 00911,R-0058,6,23.027577,72.683558
S-000912,Stop 00912,R-0058,7,23.021374,72.677324
S-000913,Stop 00913,R-0058,8,23.013786,72.684355
S-000914,Stop 00914,R-0058,9,23.01248,72.685049
S-000915,Stop 00915,R-0058,10,23.008714,72.682576
S-000916,Stop 00916,R-0058,11,23.006357,72.678437
S-000917,Stop 00917,R-0058,12,22.998979,72.684143
S-000918,Stop 00918,R-0058,13,23.000967,72.684545
S-000919,Stop 00919,R-0058,14,22.996609,72.680824
S-000920,Stop 00920,R-0058,15,22.989807,72.686225
S-000921,Stop 00921,R-0058,16,22.99063,72.684089
S-000922,Stop 00922,R-0058,17,22.990762,72.682005
S-000923,Stop 00923,R-0058,18,22.988699,72.684463
S-000924,Stop 00924,R-0058,19,22.98537,72.690505
S-000925,Stop 00925,R-0058,20,22.982087,72.683548
S-000926,Stop 00926,R-0058,21,22.977567,72.684459
S-000927,Stop 00927,R-0058,22,22.966473,72.686521
S-000928,Stop 00928,R-0058,23,22.972254,72.686869
S-000929,Stop 00929,R-0058,24,22.95969,72.688795
S-000930,Stop 00930,R-0059,1,22.928051,72.702867
S-000931,Stop 00931,R-0059,2,22.940733,72.70053
S-000932,Stop 00932,R-0059,3,22.953374,72.690968
S-000933,Stop 00933,R-0059,4,22.964532,72.690876
S-000934,Stop 00934,R-0059,5,22.975071,72.688648
S-000935,Stop 00935,R-0059,6,22.987519,72.673825
S-000936,Stop 00936,R-0059,7,22.99833,72.671632
S-000937,Stop 00937,R-0059,8,23.009126,72.665577
S-000938,Stop 00938,R-0059,9,23.029967,72.658714
S-000939,Stop 00939,R-0059,10,23.041052,72.657528
S-000940,Stop 00940,R-0059,11,23.049422,72.65265
S-000941,Stop 00941,R-0059,12,23.063027,72.641458
S-000942,Stop 00942,R-0059,13,23.076068,72.640508
S-000943,Stop 00943,R-0059,14,23.086552,72.637313
S-000944,Stop 00944,R-0060,1,22.971877,72.579211
S-000945,Stop 00945,R-0060,2,22.963841,72.581036
S-000946,Stop 00946,R-0060,3,22.959221,72.583805
S-000947,Stop 00947,R-0060,4,22.952468,72.588042
S-000948,Stop 00948,R-0060,5,22.952278,72.586724
S-000949,Stop 00949,R-0060,6,22.945271,72.589435
S-000950,Stop 00950,R-0060,7,22.947988,72.5817
S-000951,Stop 00951,R-0060,8,22.938357,72.5925
S-000952,Stop 00952,R-0060,9,22.934472,72.584014
S-000953,Stop 00953,R-0060,10,22.933652,72.586169
S-000954,Stop 00954,R-0060,11,22.931963,72.594001
S-000955,Stop 00955,R-0060,12,22.92485,72.593626
S-000956,Stop 00956,R-0060,13,22.925056,72.594597
S-000957,Stop 00957,R-0060,14,22.919529,72.589988
S-000958,Stop 00958,R-0060,15,22.910917,72.599013
S-000959,Stop 00959,R-0060,16,22.906564,72.592952
S-000960,Stop 00960,R-0060,17,22.906771,72.594173
S-000961,Stop 00961,R-0061,1,23.024076,72.748437
S-000962,Stop 00962,R-0061,2,23.021884,72.754985
